scenario,replicate,turtle_id,nest_id,outcome,arrival_sea,disoriented,time_s,path_length_m,direct_distance_m,efficiency,initial_heading_deg,abs_initial_heading_deg,max_landward_displacement_m,landward_step_fraction,remaining_energy,start_x_m,start_y_m,end_x_m,end_y_m
bright_moon_proxy,4,29,N2,sea,1,1,735.0,86.29036790187183,36.5,0.4229904320434382,-53.13010235415598,53.13010235415598,0.0,0.08333333333333333,0.6695544685017172,8.0,100.0,44.0,44.5
bright_moon_proxy,5,0,N7,sea,1,1,670.0,80.16904755831214,36.5,0.45528793358123887,-48.81407483429036,48.81407483429036,0.0,0.06766917293233082,0.7179568660854193,7.5,600.0,45.5,554.5
bright_moon_proxy,5,1,N7,sea,1,0,550.0,65.59797974644663,36.5125,0.5566101294754866,5.710593137499642,5.710593137499642,0.0,0.06481481481481481,0.7646888994563096,7.5,599.5,45.0,577.0
bright_moon_proxy,5,2,N9,sea,1,1,1025.0,121.71067811865498,35.51,0.291757473944739,-29.054604099077146,29.054604099077146,0.0,0.15841584158415842,0.7189332530373722,8.0,799.5,45.0,726.5
bright_moon_proxy,5,3,N4,sea,1,0,470.0,56.23401871576769,37.5,0.6668561283080631,0.0,0.0,0.0,0.010752688172043012,0.7159987576877931,7.5,300.0,45.5,275.0
bright_moon_proxy,5,4,N2,sea,1,0,395.0,47.99137802864841,36.5,0.7605532805957635,-21.80140948635181,21.80140948635181,0.0,0.0,0.8228966785230529,8.0,100.0,44.5,82.5
bright_moon_proxy,5,5,N8,predated,0,1,475.0,56.319805153394604,37.5,0.6658403717460257,-41.18592516570965,41.18592516570965,0.0,0.06382978723404255,0.845137374648025,8.0,700.0,39.5,684.0
bright_moon_proxy,5,6,N8,sea,1,0,515.0,58.3198051533946,37.5,0.6430062635045901,11.309932474020213,11.309932474020213,0.0,0.04081632653061224,0.8349122666650839,8.0,700.0,45.5,686.0
bright_moon_proxy,5,7,N2,sea,1,0,405.0,48.90559159102151,36.0,0.7361121464607572,0.0,0.0,0.0,0.0,0.8387660609106298,8.5,100.0,44.5,86.5
bright_moon_proxy,5,8,N7,sea,1,1,455.0,55.35533905932733,36.0125,0.6505695857341502,-33.690067525979785,33.690067525979785,0.0,0.011111111111111112,0.9204756115280538,8.0,599.5,45.0,571.5
bright_moon_proxy,5,9,N4,sea,1,1,415.0,48.49137802864842,37.5,0.7733333537736383,36.86989764584402,36.86989764584402,0.0,0.0,0.7709601881774716,7.5,300.0,45.5,294.5
bright_moon_proxy,5,10,N2,sea,1,0,400.0,45.798989873223306,37.0,0.8078780798969609,-26.56505117707799,26.56505117707799,0.0,0.0,0.9289899162031197,7.5,100.0,44.5,87.0
bright_moon_proxy,5,11,N4,sea,1,1,750.0,89.41168824543148,36.505,0.40827995440367093,163.3007557660064,163.3007557660064,5.5,0.12751677852348994,0.730911483683875,8.5,299.5,45.5,255.0
bright_moon_proxy,5,12,N1,sea,1,0,390.0,47.90559159102152,35.0,0.7306036485010178,0.0,0.0,0.0,0.0,0.6767712006966088,8.0,0.0,43.5,1.0
bright_moon_proxy,5,13,N3,sea,1,1,745.0,87.20458146424495,37.495,0.4299659418166401,-53.13010235415598,53.13010235415598,0.5,0.11724137931034483,0.6950589309504619,8.5,200.5,45.5,155.5
bright_moon_proxy,5,14,N5,predated,0,1,1365.0,159.30256121069195,38.995,0.2447857693161983,-106.69924423399362,106.69924423399362,2.0,0.22180451127819548,0.4468613886548048,8.5,400.5,41.0,306.5
bright_moon_proxy,5,15,N5,censored,0,1,1800.0,212.36500705120608,40.0,0.18835494865853808,-78.69006752597979,78.69006752597979,5.5,0.2535612535612536,0.22592708524871102,7.5,400.0,35.0,291.0
bright_moon_proxy,5,16,N2,sea,1,0,395.0,45.298989873223306,36.0075,0.7948852745011076,0.0,0.0,0.0,0.0,0.9170001114820756,8.5,100.5,44.5,85.0
bright_moon_proxy,5,17,N7,sea,1,1,430.0,53.062445840513874,36.0125,0.6786814936544818,-36.86989764584402,36.86989764584402,0.0,0.023529411764705882,0.7433822796620152,8.0,599.5,45.0,576.5
bright_moon_proxy,5,18,N1,sea,1,0,440.0,56.547727214752435,35.0,0.6189461844696216,5.710593137499642,5.710593137499642,0.0,0.022988505747126436,0.7993723550708757,8.0,0.0,43.5,0.5
bright_moon_proxy,5,19,N2,sea,1,0,395.0,46.24873734152913,36.5,0.789210735213408,-21.80140948635181,21.80140948635181,0.0,0.0,0.8716779923807518,8.0,100.0,44.5,84.0
bright_moon_proxy,5,20,N7,sea,1,1,645.0,76.21930009000633,36.0075,0.4724197146586132,-29.054604099077146,29.054604099077146,0.5,0.078125,0.6458416993003439,8.0,600.5,45.0,564.0
bright_moon_proxy,5,21,N9,sea,1,1,615.0,70.89087296526009,35.5,0.5007696832481763,-53.13010235415598,53.13010235415598,0.0,0.058823529411764705,0.9093738523966584,8.0,800.0,44.5,767.5
bright_moon_proxy,5,22,N1,sea,1,0,430.0,50.07716446627533,35.5,0.7089059530099318,5.710593137499642,5.710593137499642,0.0,0.011904761904761904,1.0004412559026228,7.5,0.0,43.0,0.0
bright_moon_proxy,5,23,N4,sea,1,1,495.0,57.8198051533946,37.0125,0.6401353290936679,-36.86989764584402,36.86989764584402,0.0,0.020618556701030927,0.8110533678114271,8.0,300.5,45.5,279.0
bright_moon_proxy,5,24,N4,sea,1,1,590.0,69.92640687119284,37.0,0.5291277166315072,-5.710593137499642,5.710593137499642,0.0,0.09565217391304348,0.7436966419982838,8.0,300.0,45.5,293.0
bright_moon_proxy,5,25,N6,sea,1,1,1110.0,131.11017305526667,38.5,0.2936461687360534,-78.69006752597979,78.69006752597979,1.5,0.20930232558139536,0.618861837177976,8.0,500.0,47.0,497.5
bright_moon_proxy,5,26,N2,sea,1,1,470.0,55.4055915910215,36.5,0.6587782740310066,-48.81407483429036,48.81407483429036,0.0,0.010752688172043012,0.7712926517642654,8.0,100.0,44.5,73.5
bright_moon_proxy,5,27,N9,sea,1,1,440.0,52.941125496954236,35.01,0.6613006367236028,-33.690067525979785,33.690067525979785,0.0,0.0,0.8490153904525816,8.5,799.5,44.5,771.5
bright_moon_proxy,5,28,N6,sea,1,0,425.0,51.405591591021505,38.5,0.7489457626770004,-16.69924423399362,16.69924423399362,0.0,0.0,0.8297567481302018,8.0,500.0,47.0,487.0
bright_moon_proxy,5,29,N5,sea,1,1,1125.0,138.30256121069186,39.0,0.28199043935699,-11.309932474020213,11.309932474020213,0.5,0.19196428571428573,0.5974936489461521,8.5,400.0,45.5,316.5
bright_moon_proxy,6,0,N6,predated,0,1,585.0,70.13351365237936,38.5,0.5489529612166214,-68.19859051364818,68.19859051364818,1.5,0.3739130434782609,0.8503164190242247,8.0,500.0,11.0,484.0
bright_moon_proxy,6,1,N2,sea,1,0,510.0,61.21930009000624,35.9925,0.5879273357761828,-11.309932474020213,11.309932474020213,0.0,0.061224489795918366,0.7519103940983156,8.5,99.5,44.5,67.0
bright_moon_proxy,6,2,N1,sea,1,0,390.0,47.61269837220806,34.5,0.7245966134979224,0.0,0.0,0.0,0.0,0.885215688905767,8.5,0.0,43.0,0.0
bright_moon_proxy,6,3,N6,predated,0,1,70.0,8.86396103067893,38.5,4.343430647624487,41.18592516570965,41.18592516570965,0.0,0.14285714285714285,1.0324461934624978,8.0,500.0,12.0,503.5
bright_moon_proxy,6,4,N1,sea,1,0,410.0,46.42031021678295,35.5,0.764751459742835,5.710593137499642,5.710593137499642,0.0,0.0,0.8724827228520282,7.5,0.0,43.0,0.0
bright_moon_proxy,6,5,N8,predated,0,0,175.0,22.26345596729059,37.5,1.6843746116997693,-21.80140948635181,21.80140948635181,0.0,0.05714285714285714,0.838562227693934,8.0,700.0,20.5,691.5
bright_moon_proxy,6,6,N1,sea,1,0,430.0,53.26955262170042,35.5,0.6664219662610488,5.710593137499642,5.710593137499642,0.0,0.011764705882352941,0.9078394724775709,7.5,0.0,43.0,0.0
bright_moon_proxy,6,7,N9,sea,1,1,465.0,58.66904755831208,35.51,0.6052595274314971,-33.690067525979785,33.690067525979785,0.0,0.044444444444444446,0.7818914081778043,8.0,799.5,44.5,768.0
bright_moon_proxy,6,8,N8,sea,1,1,475.0,53.99137802864841,37.5,0.6945553414121435,-33.690067525979785,33.690067525979785,0.0,0.01098901098901099,0.7985382307001598,8.0,700.0,45.5,694.5
bright_moon_proxy,6,9,N2,sea,1,0,460.0,55.26955262170043,36.0,0.6513532006746398,0.0,0.0,0.0,0.011235955056179775,0.9266391432859984,8.5,100.0,44.5,77.5
bright_moon_proxy,6,10,N4,predated,0,1,540.0,65.13351365237935,37.5,0.5757404736391051,-33.690067525979785,33.690067525979785,0.0,0.1523809523809524,0.8095728149477107,7.5,300.0,33.0,280.5
bright_moon_proxy,6,11,N8,sea,1,1,650.0,75.92640687119285,38.0,0.5004846346076405,11.309932474020213,11.309932474020213,0.0,0.11811023622047244,0.7007885609818177,7.5,700.0,45.5,672.5
bright_moon_proxy,6,12,N6,sea,1,1,735.0,83.80508652763324,38.4875,0.45925016719968936,-5.710593137499642,5.710593137499642,0.0,0.11805555555555555,0.6024457832215595,8.0,500.5,47.0,487.0
bright_moon_proxy,6,13,N6,sea,1,1,750.0,90.4472221513642,38.5,0.42566260283339513,-11.309932474020213,11.309932474020213,0.0,0.16778523489932887,0.5114343377873795,8.0,500.0,47.0,492.0
bright_moon_proxy,6,14,N9,sea,1,1,560.0,66.30508652763316,36.01,0.5430955886769343,-29.054604099077146,29.054604099077146,0.0,0.09174311926605505,0.7345180390715108,7.5,799.5,44.0,782.0
bright_moon_proxy,6,15,N8,sea,1,1,525.0,63.183766184073505,37.49,0.5933486125341159,-45.0,45.0,0.0,0.009615384615384616,0.8977658491919561,8.0,700.5,45.5,671.0
bright_moon_proxy,6,16,N4,sea,1,1,845.0,100.79646455628179,37.505,0.3720864632018746,-48.81407483429036,48.81407483429036,0.0,0.13043478260869565,0.7513797563475226,7.5,299.5,46.0,245.5
bright_moon_proxy,6,17,N6,sea,1,0,475.0,56.3198051533946,38.5,0.6835961149925865,11.309932474020213,11.309932474020213,0.0,0.010638297872340425,0.822144824006958,8.0,500.0,47.0,497.5
bright_moon_proxy,6,18,N6,sea,1,1,650.0,77.25483399593902,38.5,0.4983506922301301,0.0,0.0,0.0,0.125,0.9052000477751705,8.0,500.0,47.0,498.0
bright_moon_proxy,6,19,N6,sea,1,1,1020.0,120.12489168102803,38.475,0.32029165197637854,-36.86989764584402,36.86989764584402,0.0,0.1717171717171717,0.6304299416059129,8.0,501.0,47.0,458.0
bright_moon_proxy,6,20,N8,sea,1,1,435.0,52.64823227814079,37.4925,0.7121321719203599,-45.0,45.0,0.5,0.011764705882352941,0.8526059336377609,8.0,699.5,45.5,686.0
bright_moon_proxy,6,21,N5,predated,0,1,1280.0,151.3025612106919,39.495,0.2610332547180243,-84.28940686250037,84.28940686250037,5.0,0.312,0.5191511924857836,8.0,400.5,13.0,308.0
bright_moon_proxy,6,22,N4,predated,0,0,380.0,45.57716446627532,37.005,0.8119197504570899,-29.054604099077146,29.054604099077146,0.0,0.04,0.8609060884084365,8.0,299.5,35.5,279.0
bright_moon_proxy,6,23,N2,sea,1,0,465.0,53.90559159102151,36.5,0.677109719468869,-5.710593137499642,5.710593137499642,0.0,0.022222222222222223,0.6994814659057739,8.0,100.0,44.5,78.0
bright_moon_proxy,6,24,N6,sea,1,1,595.0,70.8908729652601,38.505,0.5431587789710148,0.0,0.0,0.0,0.07563025210084033,0.8879014384019509,8.0,499.5,46.5,500.0
bright_moon_proxy,6,25,N3,predated,0,1,665.0,81.4472221513642,37.995,0.4664984145117784,-29.054604099077146,29.054604099077146,0.0,0.11450381679389313,0.7034962316551314,8.0,200.5,37.5,144.0
bright_moon_proxy,6,26,N9,sea,1,0,495.0,57.405591591021505,36.0,0.6271166101113844,-5.710593137499642,5.710593137499642,0.0,0.061855670103092786,0.8068375900848159,7.5,800.0,44.0,780.5
bright_moon_proxy,6,27,N5,predated,0,1,625.0,74.34062043356596,39.4875,0.5311699010541318,-84.28940686250037,84.28940686250037,3.5,0.3252032520325203,0.7106779879700628,8.0,399.5,8.0,352.0
bright_moon_proxy,6,28,N3,sea,1,0,460.0,55.562445840513874,38.495,0.6928240724048726,-5.710593137499642,5.710593137499642,0.0,0.03333333333333333,0.9398040972304281,7.5,200.5,46.0,178.5
bright_moon_proxy,6,29,N2,sea,1,1,415.0,50.441125496954236,36.5075,0.723764579801147,-41.18592516570965,41.18592516570965,0.0,0.0,0.9473992997389539,8.0,100.5,44.5,75.5
bright_moon_proxy,7,0,N8,sea,1,0,485.0,57.64823227814079,37.0,0.641823669830545,-16.69924423399362,16.69924423399362,0.0,0.042105263157894736,0.5863781418438718,8.5,700.0,45.5,677.0
bright_moon_proxy,7,1,N3,sea,1,0,525.0,63.30508652763315,38.0,0.600267720721189,-29.054604099077146,29.054604099077146,0.0,0.019417475728155338,0.7217093830708458,8.0,200.0,45.5,163.5
bright_moon_proxy,7,2,N6,sea,1,1,1300.0,149.02438661763983,38.9875,0.2616182551385526,16.69924423399362,16.69924423399362,0.0,0.22,0.5031241512359292,7.5,500.5,47.0,477.0
bright_moon_proxy,7,3,N5,predated,0,1,1085.0,125.88225099390878,39.0,0.30981333501803315,-84.28940686250037,84.28940686250037,3.0,0.25943396226415094,0.5174454414330074,8.5,400.0,15.5,324.0
bright_moon_proxy,7,4,N1,sea,1,0,415.0,51.02691193458114,35.5075,0.6958582962167543,0.0,0.0,0.5,0.024096385542168676,0.8555626404841125,7.5,0.5,43.5,1.0
bright_moon_proxy,7,5,N2,sea,1,0,425.0,50.370057685088774,36.5,0.7246368512856641,-29.054604099077146,29.054604099077146,0.0,0.011764705882352941,0.789453090634998,8.0,100.0,44.5,79.0
bright_moon_proxy,7,6,N5,predated,0,1,610.0,73.1335136523794,39.5,0.540108057541891,-119.05460409907714,119.05460409907714,6.0,0.35537190082644626,0.5826163387152479,8.0,400.0,7.0,357.0
bright_moon_proxy,7,7,N2,sea,1,1,435.0,51.40559159102151,36.5,0.7100394892911821,-33.690067525979785,33.690067525979785,0.0,0.023529411764705882,0.8170058208145131,8.0,100.0,44.5,86.5
bright_moon_proxy,7,8,N2,sea,1,1,415.0,51.855339059327335,36.5,0.7038812331019686,-48.81407483429036,48.81407483429036,0.0,0.012048192771084338,1.0074726756114396,8.0,100.0,44.5,80.0
bright_moon_proxy,7,9,N3,sea,1,0,405.0,48.99137802864841,38.5,0.7858525632303417,-26.56505117707799,26.56505117707799,0.0,0.0,0.8871660280604541,7.5,200.0,46.0,184.5
bright_moon_proxy,7,10,N8,sea,1,1,570.0,68.18376618407352,37.5,0.5499842865640842,-36.86989764584402,36.86989764584402,0.0,0.05263157894736842,0.8704834084066317,8.0,700.0,45.5,669.5
bright_moon_proxy,7,11,N3,sea,1,1,600.0,70.89087296526009,37.5,0.5289820597692003,-60.94539590092286,60.94539590092286,0.0,0.06722689075630252,0.6935760921526097,8.5,200.0,45.5,162.0
bright_moon_proxy,7,12,N9,sea,1,1,930.0,108.68986283848358,35.51,0.32670940115886365,-73.30075576600639,73.30075576600639,0.0,0.13114754098360656,0.7737614748043486,8.0,799.5,45.0,737.5
bright_moon_proxy,7,13,N9,sea,1,0,400.0,46.870057685088774,36.0,0.7680809834260782,-21.80140948635181,21.80140948635181,0.0,0.0,0.9098724377352078,7.5,800.0,44.0,784.5
bright_moon_proxy,7,14,N4,sea,1,1,1440.0,171.03048327204985,36.5,0.21341224851678184,-48.81407483429036,48.81407483429036,0.0,0.19148936170212766,0.4549026086776903,8.5,300.0,46.0,204.0
bright_moon_proxy,7,15,N4,sea,1,0,550.0,65.89087296526007,37.0125,0.5617242318145377,-16.69924423399362,16.69924423399362,0.0,0.06422018348623854,0.9472461367153119,8.0,300.5,45.5,276.0
bright_moon_proxy,7,16,N3,predated,0,0,525.0,62.76955262170041,38.0,0.6053890526991395,-29.054604099077146,29.054604099077146,0.0,0.0673076923076923,0.7740877646103369,8.0,200.0,43.0,169.0
bright_moon_proxy,7,17,N7,sea,1,1,525.0,65.54772721475244,37.0,0.5644741865538341,-53.13010235415598,53.13010235415598,0.0,0.02857142857142857,0.853768049821762,7.0,600.0,45.0,563.0
bright_moon_proxy,7,18,N3,sea,1,1,640.0,76.75483399593905,38.0,0.49508282438615536,-53.13010235415598,53.13010235415598,0.0,0.031496062992125984,0.7217308654719239,8.0,200.0,45.5,156.0
bright_moon_proxy,7,19,N7,sea,1,1,1125.0,131.62489168102812,35.5,0.26970582498961193,-36.86989764584402,36.86989764584402,0.0,0.18552036199095023,0.6638624252394428,8.5,600.0,45.5,543.5
bright_moon_proxy,7,20,N3,sea,1,0,505.0,61.06244584051388,37.495,0.614043533367979,-29.054604099077146,29.054604099077146,0.0,0.039603960396039604,0.5672241011301873,8.5,200.5,46.0,176.0
bright_moon_proxy,7,21,N8,sea,1,1,635.0,74.34062043356599,37.5,0.5044348538025941,-33.690067525979785,33.690067525979785,0.0,0.06504065040650407,0.7880405637975125,8.0,700.0,45.5,669.0
bright_moon_proxy,7,22,N6,sea,1,1,685.0,81.70458146424491,38.5,0.4712098062315899,41.18592516570965,41.18592516570965,0.0,0.11194029850746269,0.7445559237910097,8.0,500.0,46.5,506.0
bright_moon_proxy,7,23,N4,sea,1,1,705.0,82.96194077712566,36.5,0.4399607778952034,-48.81407483429036,48.81407483429036,0.0,0.06474820143884892,0.624728819683479,8.5,300.0,46.0,246.5
bright_moon_proxy,7,24,N5,sea,1,1,1485.0,178.03048327204993,39.5,0.2218721157973812,-68.19859051364818,68.19859051364818,2.0,0.17229729729729729,0.36846009450759293,8.0,400.0,45.5,279.0
bright_moon_proxy,7,25,N8,sea,1,1,440.0,54.562445840513874,37.5,0.6872859055771174,-33.690067525979785,33.690067525979785,0.0,0.03409090909090909,0.8248168111953578,8.0,700.0,45.5,675.0
bright_moon_proxy,7,26,N8,sea,1,1,750.0,89.06854249492388,37.5,0.4210240669665968,29.054604099077146,29.054604099077146,0.0,0.12413793103448276,0.571501462167351,8.0,700.0,45.5,680.0
bright_moon_proxy,7,27,N8,sea,1,1,590.0,69.71930009000629,36.9925,0.5305919587867834,-60.94539590092286,60.94539590092286,0.0,0.08695652173913043,0.725740452968481,8.5,699.5,45.5,673.5
bright_moon_proxy,7,28,N4,predated,0,0,350.0,41.213203435596405,36.5,0.8856385079853912,-29.054604099077146,29.054604099077146,0.0,0.02857142857142857,0.88370284062113,8.5,300.0,32.0,278.5
bright_moon_proxy,7,29,N3,sea,1,1,595.0,73.08326112068522,38.0,0.5199549037261642,-48.81407483429036,48.81407483429036,0.0,0.05084745762711865,0.8236266788874045,8.0,200.0,45.5,151.5
combined_mitigation,0,0,N1,sea,1,0,365.0,41.17766952966367,35.0,0.8499752511439875,5.710593137499642,5.710593137499642,0.0,0.0,0.9347179127950149,8.0,0.0,43.5,1.0
combined_mitigation,0,1,N6,sea,1,0,450.0,54.23401871576769,38.5,0.709886541909658,26.56505117707799,26.56505117707799,0.0,0.033707865168539325,0.8041785728449705,8.0,500.0,46.5,506.5
combined_mitigation,0,2,N5,sea,1,0,465.0,55.3198051533946,38.995,0.7049012535722415,5.710593137499642,5.710593137499642,0.0,0.03260869565217391,0.7880990546130872,8.5,400.5,47.5,391.0
combined_mitigation,0,3,N3,sea,1,0,405.0,48.37005768508877,37.995,0.7855066092202092,0.0,0.0,0.0,0.0,0.9200932001883388,8.0,200.5,46.0,200.0
combined_mitigation,0,4,N4,sea,1,0,445.0,51.45584412271568,36.5,0.7093460543170201,-26.56505117707799,26.56505117707799,0.0,0.03409090909090909,0.8314432209570305,8.5,300.0,45.5,293.0
combined_mitigation,0,5,N4,predated,0,0,210.0,24.020815280171302,37.505,1.5613541656498071,-21.80140948635181,21.80140948635181,0.0,0.0,0.9024642780982495,7.5,299.5,27.5,294.5
combined_mitigation,0,6,N5,sea,1,0,415.0,49.370057685088774,38.995,0.789851214044209,0.0,0.0,0.0,0.0,0.8311501888983096,8.5,400.5,47.5,405.0
combined_mitigation,0,7,N1,sea,1,0,355.0,39.0208152801713,34.5,0.8841434950112746,11.309932474020213,11.309932474020213,0.0,0.0,0.911254059552778,8.5,0.0,43.5,2.0
combined_mitigation,0,8,N4,sea,1,0,450.0,52.07716446627531,37.0125,0.7107241797692144,0.0,0.0,0.0,0.022727272727272728,0.9527971922365294,8.0,300.5,45.5,297.5
combined_mitigation,0,9,N9,sea,1,1,390.0,45.870057685088774,35.0,0.7630249833188598,-33.690067525979785,33.690067525979785,0.0,0.0,0.8183045789609573,8.5,800.0,43.5,800.0
combined_mitigation,0,10,N2,sea,1,0,400.0,47.248737341529136,36.9925,0.7829309751201659,-21.80140948635181,21.80140948635181,0.0,0.0125,0.8604453874619189,7.5,99.5,44.5,95.0
combined_mitigation,0,11,N1,sea,1,0,370.0,42.7132034355964,35.5,0.8311247376593383,16.69924423399362,16.69924423399362,0.0,0.0,0.9504286147654982,7.5,0.0,43.5,1.5
combined_mitigation,0,12,N3,sea,1,0,470.0,54.49137802864841,38.4925,0.706396156466494,-16.69924423399362,16.69924423399362,0.0,0.021739130434782608,0.8837225563936455,7.5,199.5,46.0,182.5
combined_mitigation,0,13,N5,predated,0,0,290.0,32.88477631085022,38.9875,1.1855789934972494,-29.054604099077146,29.054604099077146,0.0,0.01818181818181818,0.8990501371309929,8.5,399.5,28.5,391.0
combined_mitigation,0,14,N5,sea,1,0,415.0,46.920310216782944,39.5,0.8418529165195338,16.69924423399362,16.69924423399362,0.0,0.0,0.6804538479615447,8.0,400.0,47.5,401.5
combined_mitigation,0,15,N9,sea,1,0,455.0,55.062445840513874,35.0,0.6356419419031271,-11.309932474020213,11.309932474020213,0.0,0.0449438202247191,0.7213431089410991,8.5,800.0,44.0,792.5
combined_mitigation,0,16,N4,sea,1,0,470.0,55.49137802864841,37.0,0.6667702499818636,-5.710593137499642,5.710593137499642,0.0,0.031914893617021274,0.952927680242269,8.0,300.0,45.5,298.0
combined_mitigation,0,17,N1,sea,1,0,380.0,42.79898987322331,35.0,0.8177763097604633,5.710593137499642,5.710593137499642,0.0,0.0,0.898525367945101,8.0,0.0,43.5,0.5
combined_mitigation,0,18,N2,sea,1,0,375.0,42.79898987322331,36.5,0.8528238658930546,11.309932474020213,11.309932474020213,0.0,0.0,0.8837949193153898,8.0,100.0,44.5,98.5
combined_mitigation,0,19,N4,sea,1,0,375.0,44.54163056034259,37.0125,0.8309641909013068,-11.309932474020213,11.309932474020213,0.0,0.0,0.7982160243992744,8.0,300.5,45.5,298.5
combined_mitigation,0,20,N5,sea,1,0,420.0,50.49137802864841,39.4875,0.7820642165400021,0.0,0.0,0.0,0.0,0.8300861161413255,8.0,399.5,47.5,401.5
combined_mitigation,0,21,N8,sea,1,0,440.0,51.49137802864841,37.49,0.7280830584712955,-26.56505117707799,26.56505117707799,0.0,0.023255813953488372,0.7691362104032363,8.0,700.5,45.5,695.5
combined_mitigation,0,22,N7,sea,1,0,445.0,50.54163056034259,36.0,0.7122841032407716,16.69924423399362,16.69924423399362,0.0,0.034482758620689655,0.8219095989744516,8.0,600.0,44.5,595.0
combined_mitigation,0,23,N7,predated,0,1,230.0,27.97056274847713,36.0,1.2870674188333961,53.13010235415598,53.13010235415598,0.0,0.0,0.9517629214848059,8.0,600.0,28.5,600.5
combined_mitigation,0,24,N2,sea,1,0,460.0,51.713203435596405,36.5,0.7058158763159409,5.710593137499642,5.710593137499642,1.0,0.04395604395604396,0.8397521723209517,8.0,100.0,44.5,97.0
combined_mitigation,0,25,N7,sea,1,1,450.0,53.23401871576769,35.5075,0.6670076927609981,-41.18592516570965,41.18592516570965,0.0,0.034482758620689655,0.7558625483392978,8.5,600.5,44.5,599.5
combined_mitigation,0,26,N5,sea,1,0,525.0,59.24873734152913,39.4875,0.6664698991369404,-5.710593137499642,5.710593137499642,0.0,0.038461538461538464,0.6317811439113117,8.0,399.5,47.5,396.5
combined_mitigation,0,27,N5,sea,1,0,480.0,58.355339059327335,40.0,0.6854557037074832,-29.054604099077146,29.054604099077146,0.0,0.041666666666666664,0.8550424875573759,7.5,400.0,47.5,398.0
combined_mitigation,0,28,N9,sea,1,0,495.0,57.76955262170043,35.51,0.6146836592717718,-11.309932474020213,11.309932474020213,0.5,0.0425531914893617,0.8381910047949854,8.0,799.5,44.0,797.5
combined_mitigation,0,29,N1,sea,1,0,370.0,42.38477631085022,35.0075,0.8259451399071868,16.69924423399362,16.69924423399362,0.0,0.0,0.8663626189632907,8.0,0.5,43.5,2.0
combined_mitigation,1,0,N9,sea,1,0,370.0,44.248737341529136,35.0,0.790983022404826,-16.69924423399362,16.69924423399362,0.0,0.0,0.831631111646594,8.5,800.0,44.0,799.0
combined_mitigation,1,1,N4,sea,1,0,400.0,45.17766952966367,37.0,0.8189886814702957,-11.309932474020213,11.309932474020213,0.0,0.0,0.8827438287841106,8.0,300.0,45.5,298.0
combined_mitigation,1,2,N9,sea,1,0,445.0,50.04163056034259,35.5,0.7094093378350732,0.0,0.0,0.0,0.0,0.8452246900106891,8.0,800.0,44.0,796.0
combined_mitigation,1,3,N9,sea,1,0,435.0,52.8198051533946,35.5,0.6720963831067541,-21.80140948635181,21.80140948635181,0.0,0.0,0.913481873724385,8.0,800.0,44.0,790.0
combined_mitigation,1,4,N5,sea,1,0,510.0,59.526911934581136,40.0,0.671964976848777,0.0,0.0,0.0,0.02,0.6931710763505777,7.5,400.0,47.5,390.0
combined_mitigation,1,5,N7,sea,1,0,505.0,60.35533905932733,36.5,0.6047518010647193,16.69924423399362,16.69924423399362,0.0,0.07,0.7284291049759053,7.5,600.0,44.5,586.0
combined_mitigation,1,6,N9,sea,1,0,390.0,45.95584412271568,35.5,0.7724806426186953,-26.56505117707799,26.56505117707799,0.0,0.0,0.7875130610560676,8.0,800.0,44.0,795.5
combined_mitigation,1,7,N9,predated,0,0,255.0,29.14213562373094,35.5,1.2181674143020507,-21.80140948635181,21.80140948635181,0.0,0.0,0.8753323364764417,8.0,800.0,30.5,795.5
combined_mitigation,1,8,N7,sea,1,1,385.0,45.370057685088774,35.5075,0.7826196794030046,36.86989764584402,36.86989764584402,0.0,0.0,0.9725155783897143,8.5,600.5,44.5,601.0
combined_mitigation,1,9,N7,sea,1,0,380.0,43.50609665440986,35.0,0.8044849501903623,11.309932474020213,11.309932474020213,0.0,0.0,0.8317689908278978,9.0,600.0,44.5,597.5
combined_mitigation,1,10,N1,sea,1,0,420.0,47.62741699796949,35.5075,0.7455264685362593,5.710593137499642,5.710593137499642,0.0,0.0,0.7791786459662275,7.5,0.5,43.5,0.5
combined_mitigation,1,11,N7,sea,1,0,410.0,47.45584412271568,36.0,0.7585999293766199,-29.054604099077146,29.054604099077146,0.0,0.0,0.7793858099413272,8.0,600.0,44.5,600.5
combined_mitigation,1,12,N1,sea,1,0,355.0,39.84924240491748,35.0,0.8783102987092403,16.69924423399362,16.69924423399362,0.0,0.0,0.9014465084234937,8.0,0.0,43.5,3.5
combined_mitigation,1,13,N1,sea,1,0,385.0,44.00609665440985,35.0,0.7953443422820062,0.0,0.0,0.0,0.0,0.7435447816788654,8.0,0.0,43.5,3.0
combined_mitigation,1,14,N7,sea,1,0,425.0,51.198484809834966,36.5,0.7129117225943479,-5.710593137499642,5.710593137499642,0.0,0.03529411764705882,0.8409812317697447,7.5,600.0,44.5,597.5
combined_mitigation,1,15,N9,sea,1,0,430.0,51.405591591021505,36.0,0.7003129209447276,0.0,0.0,0.0,0.0,0.8121908254826701,7.5,800.0,44.0,797.5
combined_mitigation,1,16,N9,sea,1,0,420.0,48.54163056034259,35.5,0.7313310160825683,-11.309932474020213,11.309932474020213,0.0,0.024096385542168676,0.7768721591803209,8.0,800.0,44.0,788.5
